,address,city,name,rating,review_count
0,5500 Harrison Ave,Cincinnati,Little Caesars,2.0,11
0,10834 Hamilton Ave,Cincinnati,Little Caesars,1.0,3
0,5434 N Bend Rd,Cincinnati,Little Caesars,2.5,3
0,200 Calhoun St,Cincinnati,Buffalo Wild Wings,2.0,58
0,2692 Madison Rd,Cincinnati,Buffalo Wild Wings,2.0,132
0,2178 Anderson Ferry Rd,Cincinnati,Buffalo Wild Wings,2.5,51
0,7714 Montgomery Rd,Cincinnati,Buffalo Wild Wings,2.5,44
0,7741 Beechmont Ave,Cincinnati,Buffalo Wild Wings,3.0,51
0,3660 Stone Creek Blvd,Cincinnati,Buffalo Wild Wings,2.0,28
0,4550 Glendale Milford Rd,Cincinnati,Buffalo Wild Wings,2.5,64
0,11363 Montgomery Rd,Cincinnati,Buffalo Wild Wings,2.5,53
0,4437 Vine St,Cincinnati,Dairy Queen,4.5,4
0,7800 Reading Rd,Cincinnati,Dairy Queen,3.0,1
0,8082 Beechmont Ave,Cincinnati,Dairy Queen,3.0,10
0,11776 Springfield Pike,Cincinnati,Dairy Queen,2.5,7
0,11420 Montgomery Rd,Cincinnati,Dairy Queen,2.5,16
0,1126 E Mcmillan St,Cincinnati,McDonald's,2.5,15
0,I-275 Highway 42,Cincinnati,McDonald's,1.0,1
0,255 W Mitchell Ave,Cincinnati,McDonald's,1.5,28
0,3738 Warsaw Ave,Cincinnati,McDonald's,1.0,7
0,3880 Paxton Rd,Cincinnati,McDonald's,1.5,18
0,Lunken Airport,Cincinnati,McDonald's,4.0,1
0,7142 Reading Rd,Cincinnati,McDonald's,1.5,6
0,919 W North Bend Rd,Cincinnati,McDonald's,2.0,4
0,5427 Ridge Ave,Cincinnati,McDonald's,2.0,15
0,5341 N Glenway Ave,Cincinnati,McDonald's,1.5,27
0,5010 Delhi Pike,Cincinnati,McDonald's,2.0,22
0,5425 W North Bend Rd,Cincinnati,McDonald's,1.5,15
0,6840 Hamilton Ave,Cincinnati,McDonald's,1.5,7
0,6433 Glenway Ave,Cincinnati,McDonald's,1.0,13
0,9254 Winton Rd,Cincinnati,McDonald's,2.5,8
0,7337 Wooster Pike,Cincinnati,McDonald's,2.5,15
0,8339 Colerain Ave,Cincinnati,McDonald's,1.0,12
0,7916 Montgomery Rd,Cincinnati,McDonald's,1.5,39
0,9677 Colerain Ave,Cincinnati,McDonald's,1.0,12
0,7671 Beechmont Ave,Cincinnati,McDonald's,1.0,57
0,2801 Cunningham Rd,Cincinnati,McDonald's,1.0,1
0,55 Kibby Dr,Cincinnati,McDonald's,2.0,6
0,4025 Mount Carmel Tobasco Rd,Cincinnati,McDonald's,1.5,18
0,4640 Cornell Rd,Cincinnati,McDonald's,1.5,8
0,1202 Omniplex Dr,Cincinnati,McDonald's,2.5,14
0,10748 Montgomery Rd,Cincinnati,McDonald's,2.0,13
0,812 Eastgate North Dr,Cincinnati,McDonald's,1.5,19
0,8969 Fields Ertel Rd,Cincinnati,McDonald's,1.5,36
0,874 Eastgate North Dr,Cincinnati,Chick-fil-A,3.5,40
0,4695 Marburg Ave,Cincinnati,Chick-fil-A,3.0,37
0,512 Ohio Pike,Cincinnati,Burger King,1.0,8
0,4559 Eastgate Blvd.,Cincinnati,Wendy's,2.0,18
0,5120 Delhi Pike,Cincinnati,Burger King,3.0,8
0,8598 Beechmont Ave,Cincinnati,Chick-fil-A,4.0,33
0,8660 Beechmont Ave,Cincinnati,Wendy's,2.5,6
0,321 Albert Sabin Way,Cincinnati,Subway,4.0,8
0,6579 Glenway Ave,Cincinnati,Taco Bell,1.5,21
0,912 West Galbraith Rd,Cincinnati,Wendy's,1.5,12
0,9200 Winton Rd,Cincinnati,Taco Bell,2.5,9
0,1555 W Galibraith Rd,Cincinnati,Burger King,1.5,7
0,9496 Colerain Ave,Cincinnati,Chick-fil-A,4.0,28
0,234 Calhoun Street,Cincinnati,Starbucks,3.5,20
0,Uc Steger Student Life Ctr,Cincinnati,Starbucks,3.0,13
0,2911 Woodside Dr,Cincinnati,Starbucks,2.0,1
0,45 W Charlton,Cincinnati,Starbucks,1.0,1
0,2906 Woodside Dr,Cincinnati,Starbucks,2.5,2
0,234 Goodman Drive,Cincinnati,Starbucks,4.0,8
0,262 Albert Sabin Way,Cincinnati,Starbucks,3.0,2
0,1000 Broadway St,Cincinnati,Starbucks,1.0,1
0,430 E Court St,Cincinnati,Starbucks,2.0,2
0,580 Walnut Street,Cincinnati,Starbucks,3.5,19
0,201 East Fourth Street,Cincinnati,Starbucks,4.0,15
0,401 Vine Street,Cincinnati,Starbucks,3.0,50
0,4500 Montgomery Rd,Cincinnati,Starbucks,2.5,7
0,2692 Madison Rd,Cincinnati,Starbucks,3.0,52
0,3568 Columbia Parkway,Cincinnati,Starbucks,4.0,25
0,3786 Paxton Rd,Cincinnati,Starbucks,3.5,24
0,3760 Paxton Ave,Cincinnati,Starbucks,2.5,2
0,4613 Marburg Ave,Cincinnati,Starbucks,1.5,3
0,4825B Marburg Ave,Cincinnati,Starbucks,2.5,9
0,4825A Marburg Ave,Cincinnati,Starbucks,5.0,1
0,5560 Glenway Ave,Cincinnati,Starbucks,4.0,9
0,5222 Beechmont Avenue,Cincinnati,Starbucks,3.5,16
0,6165 Glenway Avenue,Cincinnati,Starbucks,5.0,2
0,8421 Winton Rd,Cincinnati,Starbucks,1.0,1
0,3491 North Bend Rd,Cincinnati,Starbucks,3.0,2
0,6800 Wooster Pike,Cincinnati,Starbucks,3.5,20
0,7896 Montgomery Road,Cincinnati,Starbucks,2.5,53
0,7875 Montgomery Rd.,Cincinnati,Starbucks,2.0,14
0,9040 Colerain Ave,Cincinnati,Starbucks,2.0,1
0,9099 Plainfield Rd,Cincinnati,Starbucks,4.0,5
0,7412 Beechmont Ave,Cincinnati,Starbucks,4.5,13
0,6440 Harrison Avenue,Cincinnati,Starbucks,2.0,5
0,7580 Beechmont Avenue,Cincinnati,Starbucks,3.0,7
0,6572 Harrison Ave,Cincinnati,Starbucks,3.5,8
0,2520 Cunningham Dr,Cincinnati,Starbucks,3.5,21
0,9911 Colerain Ave.,Cincinnati,Starbucks,3.5,20
0,449 Sr 125,Cincinnati,Starbucks,4.0,23
0,816 Eastgate North Dr,Cincinnati,Starbucks,2.5,50
0,11397  Montgomery Rd.,Cincinnati,Starbucks,3.5,17
0,10551 Loveland Madeira,Cincinnati,Starbucks,3.5,17
0,8000 Beechmont Ave,Cincinnati,Dunkin',2.0,16
0,8611 Winton Rd,Cincinnati,Dunkin',2.5,6
0,5991 Glenway Ave,Cincinnati,Dunkin',1.5,11
0,6210 Wooster Pike,Cincinnati,Dunkin',2.0,11
0,125 E Court St,Cincinnati,Dunkin',2.5,3
0,Steger Student Life Ctr,Cincinnati,Subway,3.0,5
0,3200 Burnet Ave,Cincinnati,Subway,1.5,2
0,321 Albert Sabin Way,Cincinnati,Subway,4.0,8
0,1123 Sycamore Street,Cincinnati,Subway Restaurants,4.5,3
0,34 E 7th Street,Cincinnati,Subway Restaurants,5.0,1
0,221 E. Fourth St.,Cincinnati,Subway Restaurants,4.5,4
0,425 Walnut Street,Cincinnati,Subway Restaurants,3.5,5
0,3800 Victory Pkwy,Cincinnati,Subway,4.5,2
0,249 W Mitchell Ave,Cincinnati,Subway,4.5,2
0,3949 Spring Grove Ave,Cincinnati,Subway Restaurants,1.0,1
0,4580 Montgomery Rd,Cincinnati,Subway Restaurants,2.5,9
0,1018 Delta Ave,Cincinnati,Subway Restaurants,2.0,4
0,3008 Madison Rd,Cincinnati,Subway Restaurants,1.5,6
0,5301 Glenway Avenue,Cincinnati,Subway Restaurants,3.5,2
0,5301 Ridge Rd,Cincinnati,Subway Restaurants,3.0,10
0,3134 Harrison Avenue,Cincinnati,Subway Restaurants,5.0,1
0,4000 Red Bank Rd,Cincinnati,Subway,2.5,3
0,4786 Red Bank Rd,Cincinnati,Subway,4.0,6
0,5061 Delhi Ave,Cincinnati,Subway Restaurants,2.5,6
0,5208 Beechmont Avenue,Cincinnati,Subway Restaurants,3.5,4
0,875 W Galbraith Rd,Cincinnati,Subway Restaurants,3.0,3
0,8398 Reading Rd.,Cincinnati,Subway Restaurants,1.0,3
0,6548 Glenway Avenue,Cincinnati,Subway Restaurants,1.0,3
0,3117 W Galbraith Rd,Cincinnati,Subway Restaurants,1.0,1
0,7431 Wooster Pike,Cincinnati,Subway,2.0,3
0,4081 E Galbraith Rd,Cincinnati,Subway,2.0,4
0,7714 Montgomery Rd,Cincinnati,Subway,3.0,2
0,6391 Bridgetown Road,Cincinnati,Subway Restaurants,3.5,3
0,7875 Montgomery Road,Cincinnati,Subway Restaurants,4.0,1
0,7013 Miami Avenue,Cincinnati,Subway Restaurants,3.0,2
0,9230 Colerain Ave,Cincinnati,Subway Restaurants,1.0,2
0,10325 Reading Rd,Cincinnati,Subway Restaurants,4.0,1
0,8086 Beechmont Ave,Cincinnati,Subway Restaurants,3.0,6
0,10240 Colerain Ave,Cincinnati,Subway Restaurants,1.0,1
0,10122 Princeton Glendale Rd,Cincinnati,Subway Restaurants,5.0,1
0,1150 W. Kemper Rd.,Cincinnati,Subway Restaurants,5.0,2
0,4256 Mt Carmel Tobasco Rd,Cincinnati,Subway Restaurants,3.5,7
0,1508 E Kemper Rd,Cincinnati,Subway,2.0,1
0,4601 Eastgate Blvd,Cincinnati,Subway,1.0,2
0,765 Eastgate South Dr,Cincinnati,Subway Restaurants,1.0,1
0,834 Ohio Pike,Cincinnati,Subway Restaurants,2.5,3
0,11383 Montgomery Rd.,Cincinnati,Subway Restaurants,3.0,2
0,2701 Bearcat Way,Cincinnati,Taco Bell,3.0,1
0,580 Walnut St,Cincinnati,Taco Bell,2.5,38
0,1003 Gest Street,Cincinnati,Taco Bell,2.0,17
0,4147 Hamilton Ave.,Cincinnati,Taco Bell,2.0,10
0,5500 Colerain Ave,Cincinnati,Taco Bell,1.5,8
0,3911 Red Bank Rd,Cincinnati,Taco Bell,2.5,21
0,5060 Delhi Ave,Cincinnati,Taco Bell,2.5,10
0,893 W Galbraith Rd,Cincinnati,Taco Bell,1.0,1
0,5404 North Bend Road,Cincinnati,Taco Bell,1.0,6
0,6579 Glenway Ave,Cincinnati,Taco Bell,1.5,21
0,9200 Winton Rd,Cincinnati,Taco Bell,2.5,9
0,9188 Reading Rd,Cincinnati,Taco Bell,1.0,3
0,8200 Hamilton Ave.,Cincinnati,Taco Bell,1.0,1
0,9270 Plainfield Rd,Cincinnati,Taco Bell,2.0,30
0,9449 Colerain Ave,Cincinnati,Taco Bell,1.5,15
0,8157 Beechmont Ave,Cincinnati,Taco Bell,1.5,21
0,11020 Hamilton Ave,Cincinnati,Taco Bell,2.5,4
0,1607 E. Kemper Road,Cincinnati,Taco Bell,2.5,8
0,11992 Chase Plaza,Cincinnati,Taco Bell,1.0,9
0,820 Eastgate South Dr,Cincinnati,Taco Bell,2.5,13
0,9067 Fields Ertel Rd,Cincinnati,Taco Bell,1.5,34
0,9065 Union Cemetery Rd,Cincinnati,Burger King,2.0,10
0,4695 Marburg Ave,Cincinnati,Chick-fil-A,3.0,37
0,6495 Glenway Ave,Cincinnati,Chick-fil-A,3.5,37
0,7875 Montgomery Rd Spc F5,Cincinnati,Chick-fil-A,3.5,21
0,9496 Colerain Ave,Cincinnati,Chick-fil-A,4.0,28
0,8598 Beechmont Ave,Cincinnati,Chick-fil-A,4.0,33
0,874 Eastgate North Dr,Cincinnati,Chick-fil-A,3.5,40
0,812 Eastgate South Dr,Cincinnati,Burger King,2.0,7
0,912 West Galbraith Rd,Cincinnati,Wendy's,1.5,12
0,5341 N Glenway Ave,Cincinnati,McDonald's,1.5,27
0,7671 Beechmont Ave,Cincinnati,McDonald's,1.0,57
0,8234 Colerain Ave,Cincinnati,Wendy's,2.5,4
0,5010 Delhi Pike,Cincinnati,McDonald's,2.0,22
0,855 William Howard Taft Road,Cincinnati,Wendy's,1.5,13
0,6433 Glenway Ave,Cincinnati,McDonald's,1.0,13
0,2766 Main St,Cincinnati,Burger King,1.0,2
0,Steger Student Life Ctr,Cincinnati,Subway,3.0,5
0,8969 Fields Ertel Rd,Cincinnati,McDonald's,1.5,36
0,5120 Delhi Pike,Cincinnati,Burger King,3.0,8
0,10765 Montgomery Rd,Cincinnati,Wendy's,2.5,3
0,321 Albert Sabin Way,Cincinnati,Subway,4.0,8
0,55 Kibby Dr,Cincinnati,McDonald's,2.0,6
0,6505 Harrison Avenue,Cincinnati,Wendy's,2.0,4
0,2238 Beechmont Ave,Cincinnati,Wendy's,1.5,19
0,10170 Colerain Ave,Cincinnati,Burger King,2.0,7
0,10748 Montgomery Rd,Cincinnati,McDonald's,2.0,13
0,9254 Winton Rd,Cincinnati,McDonald's,2.5,8
0,1555 W Galibraith Rd,Cincinnati,Burger King,1.5,7
0,7337 Wooster Pike,Cincinnati,McDonald's,2.5,15
0,11400 Dallas Boulevard,Cincinnati,Wendy's,3.5,3
0,8240 Vine Street,Cincinnati,Wendy's,2.5,11
0,2701 Bearcat Way,Cincinnati,Taco Bell,3.0,1
0,1126 E Mcmillan St,Cincinnati,McDonald's,2.5,15
0,5015 Glenway Ave,Cincinnati,Burger King,2.0,2
0,5120 Delhi Pike,Cincinnati,Burger King,3.0,8
0,1555 W Galibraith Rd,Cincinnati,Burger King,1.5,7
0,8549 Winton Rd,Cincinnati,Burger King,2.0,7
0,6452 Glenway Ave,Cincinnati,Burger King,2.5,3
0,9427 Colerain Ave,Cincinnati,Burger King,1.5,6
0,10425 Reading Rd,Cincinnati,Burger King,1.5,14
0,10170 Colerain Ave,Cincinnati,Burger King,2.0,7
0,512 Ohio Pike,Cincinnati,Burger King,1.0,8
0,1202 Omniplex Dr,Cincinnati,McDonald's,2.5,14
0,8969 Fields Ertel Rd,Cincinnati,McDonald's,1.5,36
0,4559 Eastgate Blvd.,Cincinnati,Wendy's,2.0,18
0,1246 Hopple Street,Cincinnati,Wendy's,2.0,18
0,1015 Gest Street,Cincinnati,Wendy's,3.0,14
0,5330 Ridge Ave.,Cincinnati,Wendy's,1.5,15
0,3994 Red Bank Road,Cincinnati,Wendy's,1.5,28
0,5066 Delhi Pike,Cincinnati,Wendy's,2.0,7
0,8240 Vine Street,Cincinnati,Wendy's,2.5,11
0,912 West Galbraith Rd,Cincinnati,Wendy's,1.5,12
0,6243 Glenway Ave.,Cincinnati,Wendy's,1.5,11
0,5460 North Bend Road,Cincinnati,Wendy's,2.0,10
0,2238 Beechmont Ave,Cincinnati,Wendy's,1.5,19
0,8234 Colerain Ave,Cincinnati,Wendy's,2.5,4
0,7289 Kenwood Rd.,Cincinnati,Wendy's,1.5,41
0,6505 Harrison Avenue,Cincinnati,Wendy's,2.0,4
0,10152 Colerain Avenue,Cincinnati,Wendy's,1.0,8
0,10775 Reading Road,Cincinnati,Wendy's,1.5,11
0,2230  Northland Blvd,Cincinnati,Wendy's,2.0,9
0,8660 Beechmont Ave,Cincinnati,Wendy's,2.5,6
0,1610 E Kemper Rd,Cincinnati,Wendy's,1.0,2
0,1582 E Kemper Rd,Cincinnati,Wendy's,4.0,3
0,11400 Dallas Boulevard,Cincinnati,Wendy's,3.5,3
0,11898 Chase Plz,Cincinnati,Wendy's,2.5,8
0,11007 Reed Hartman Hwy,Cincinnati,Wendy's,2.0,17
0,4559 Eastgate Blvd.,Cincinnati,Wendy's,2.0,18
0,10765 Montgomery Rd,Cincinnati,Wendy's,2.0,7
0,10765 Montgomery Rd,Cincinnati,Wendy's,2.5,3
0,3880 Paxton Rd,Cincinnati,McDonald's,1.5,18
0,5060 Delhi Ave,Cincinnati,Taco Bell,2.5,10
0,6495 Glenway Ave,Cincinnati,Chick-fil-A,3.5,37
0,7671 Beechmont Ave,Cincinnati,McDonald's,1.0,57
0,512 Ohio Pike,Cincinnati,Burger King,1.0,8
0,7916 Montgomery Rd,Cincinnati,McDonald's,1.5,39
0,2500 Highland Avenue,Cincinnati,Taco Bell,1.5,32
0,812 Eastgate North Dr,Cincinnati,McDonald's,1.5,19
0,8969 Fields Ertel Rd,Cincinnati,McDonald's,1.5,36
0,5425 W North Bend Rd,Cincinnati,McDonald's,1.5,15
0,321 Albert Sabin Way,Cincinnati,Subway,4.0,8
0,4695 Marburg Ave,Cincinnati,Chick-fil-A,3.0,37
0,9067 Fields Ertel Rd,Cincinnati,Taco Bell,1.5,34
0,7875 Montgomery Rd Spc F5,Cincinnati,Chick-fil-A,3.5,21
0,1126 E Mcmillan St,Cincinnati,McDonald's,2.5,15
0,55 Kibby Dr,Cincinnati,McDonald's,2.0,6
0,580 Walnut St,Cincinnati,Taco Bell,2.5,38
0,874 Eastgate North Dr,Cincinnati,Chick-fil-A,3.5,40
0,9496 Colerain Ave,Cincinnati,Chick-fil-A,4.0,28
0,5120 Delhi Pike,Cincinnati,Burger King,3.0,8
0,8598 Beechmont Ave,Cincinnati,Chick-fil-A,4.0,33
0,9760 Colerain Ave,Cincinnati,Dunkin',2.0,5
0,511 Walnut St,Cincinnati,Dunkin',3.5,11
0,8611 Winton Rd,Cincinnati,Dunkin',2.5,6
0,2700 Madison Rd,Cincinnati,Dunkin',3.5,14
0,5431 N Bend Rd,Cincinnati,Dunkin',3.0,9
0,8000 Beechmont Ave,Cincinnati,Dunkin',2.0,16
0,6210 Wooster Pike,Cincinnati,Dunkin',2.0,11
0,8051 Montgomery Rd,Cincinnati,Dunkin',3.0,4
0,5991 Glenway Ave,Cincinnati,Dunkin',1.5,11
0,125 E Court St,Cincinnati,Dunkin',2.5,3
0,5055 Delhi Ave,Cincinnati,Dunkin',3.5,7
0,5301 Ridge Ave,Cincinnati,Dunkin',3.5,4
0,10809 Montgomery Rd,Cincinnati,Dunkin',3.0,3
0,201 East Fourth Street,Cincinnati,Starbucks,4.0,15
0,816 Eastgate North Dr,Cincinnati,Starbucks,2.5,50
0,7569 Bridgetown Rd,Cincinnati,Domino's Pizza,3.0,2
0,1969 8 Mile Rd,Cincinnati,Domino's Pizza,3.0,5
0,1 E 6th St,Cincinnati,Panera Bread,2.5,71
0,3806 Paxton Ave,Cincinnati,Panera Bread,2.0,81
0,5555 Glenway Ave,Cincinnati,Panera Bread,2.5,46
0,8420 Winton Rd,Cincinnati,Panera Bread,3.0,37
0,7510 Wooster Pike,Cincinnati,Panera Bread,1.5,12
0,8115 Montgomery Rd,Cincinnati,Panera Bread,1.5,71
0,9530 Colerain Ave,Cincinnati,Panera Bread,3.5,19
0,7711 Beechmont Ave,Cincinnati,Panera Bread,2.0,33
0,876 Eastgate North Dr,Cincinnati,Panera Bread,2.5,30
0,11397 Monntgomery Rd,Cincinnati,Panera Bread,2.5,59
0,1150 W. Kemper Rd.,Cincinnati,Subway Restaurants,5.0,2
0,1123 Sycamore Street,Cincinnati,Subway Restaurants,4.5,3
0,321 Albert Sabin Way,Cincinnati,Subway,4.0,8
0,3134 Harrison Avenue,Cincinnati,Subway Restaurants,5.0,1
0,10122 Princeton Glendale Rd,Cincinnati,Subway Restaurants,5.0,1
0,9182 Winton Rd,Cincinnati,Domino's Pizza,4.0,4
0,4370 Eastgate Square Dr.,Cincinnati,Subway Restaurants,3.5,3
0,5301 Ridge Rd,Cincinnati,Subway Restaurants,3.0,10
0,8086 Beechmont Ave,Cincinnati,Subway Restaurants,3.0,6
0,10325 Reading Rd,Cincinnati,Subway Restaurants,4.0,1
0,1969 8 Mile Rd,Cincinnati,Domino's Pizza,3.0,5
0,425 Walnut Street,Cincinnati,Subway Restaurants,3.5,5
0,7875 Montgomery Road,Cincinnati,Subway Restaurants,4.0,1
0,Steger Student Life Ctr,Cincinnati,Subway,3.0,5
0,441 Vine St,Cincinnati,Subway Restaurants,3.5,3
0,34 E 7th Street,Cincinnati,Subway Restaurants,5.0,1
0,5083 Delhi Ave,Cincinnati,Domino's Pizza,3.0,6
0,5208 Beechmont Avenue,Cincinnati,Subway Restaurants,3.5,4
0,5301 Glenway Avenue,Cincinnati,Subway Restaurants,3.5,2
0,4964 Delhi Pike Ave,Cincinnati,Pizza Hut,3.0,2
0,913 W Galbraith Rd,Cincinnati,Pizza Hut,2.5,6
0,6463 Glenway Ave,Cincinnati,Pizza Hut,3.5,4
0,10591 Springfield Pike,Cincinnati,Pizza Hut,1.0,3
0,9632 Colerain Ave,Cincinnati,Pizza Hut,2.5,3
0,440 Ohio Pike,Cincinnati,Pizza Hut,2.5,8
0,4530 Eastgate Blvd,Cincinnati,Pizza Hut,2.5,3
0,6630 San Pedro Ave,San Antonio,Pizza Hut,2.5,15
0,28 W 4th St,Cincinnati,Domino's Pizza,1.5,38
0,2901 Vine St,Cincinnati,Domino's Pizza,2.0,24
0,3471 Steelyard Dr,Cleveland,Chipotle Mexican Grill,2.5,55
0,224 Euclid Ave,Cleveland,Chipotle Mexican Grill,2.5,62
0,11452 Euclid Ave,Cleveland,Chipotle Mexican Grill,1.5,72
0,11638 Clifton Blvd,Cleveland,Chipotle Mexican Grill,3.5,11
0,16729 Lorain Ave,Cleveland,Chipotle Mexican Grill,2.5,48
0,5342 Ridge Rd,Cleveland,Dairy Queen,3.0,8
0,5501 Memphis Ave,Cleveland,Dairy Queen,3.5,7
0,6677 Pearl Rd,Cleveland,Arby's,3.5,2
0,2203 Chester Ave,Cleveland,Arby's,4.0,4
0,3538 W 105th St,Cleveland,Dairy Queen,4.0,4
0,5993 Mayfield Rd,Cleveland,Arby's,3.5,7
0,3036 Clark Ave,Cleveland,KFC,1.5,3
0,2930 Carnegie Ave,Cleveland,KFC,2.5,3
0,17585 Lakeshore Blvd,Cleveland,KFC,1.0,4
0,16729 Lorain Ave,Cleveland,Chipotle Mexican Grill,2.5,48
0,5501 Memphis Ave,Cleveland,Dairy Queen,3.5,7
0,3538 W 105th St,Cleveland,Dairy Queen,4.0,4
0,3401 Steelyard Dr,Cleveland,Applebee's Grill + Bar,2.0,38
0,2203 Chester Ave,Cleveland,Arby's,4.0,4
0,1441 Snow Rd,Cleveland,Arby's,1.0,3
0,5160 Ridge Rd,Cleveland,Arby's,3.5,7
0,2115 Warrensville Ctr Rd,Cleveland,Arby's,3.0,3
0,6677 Pearl Rd,Cleveland,Arby's,3.5,2
0,7095 Engle Rd,Cleveland,Arby's,1.5,8
0,5993 Mayfield Rd,Cleveland,Arby's,3.5,7
0,11638 Clifton Blvd,Cleveland,Chipotle Mexican Grill,3.5,11
0,5501 Memphis Ave,Cleveland,Dairy Queen,3.5,7
0,468 Richmond Rd,Cleveland,Little Caesars,2.5,8
0,5721 Turney Rd,Cleveland,Little Caesars,1.5,7
0,22674 Shore Center Dr,Cleveland,Little Caesars,3.0,2
0,724 Prospect Ave E,Cleveland,Buffalo Wild Wings,2.0,67
0,5501 Memphis Ave,Cleveland,Dairy Queen,3.5,7
0,3538 W 105th St,Cleveland,Dairy Queen,4.0,4
0,5342 Ridge Rd,Cleveland,Dairy Queen,3.0,8
0,3354 Warren Rd,Cleveland,Dairy Queen,1.0,1
0,12980 W Sprague Rd,Cleveland,Dairy Queen,3.5,10
0,3211 Clark Ave,Cleveland,McDonald's,2.5,11
0,3050 Carnegie Ave,Cleveland,McDonald's,1.5,37
0,2500 Denison Ave,Cleveland,McDonald's,3.0,5
0,9101 Kinsman Ave,Cleveland,McDonald's,1.0,6
0,8210 Euclid Ave,Cleveland,McDonald's,1.0,13
0,1540 E 55th St,Cleveland,McDonald's,3.5,10
0,7015 Detroit Ave,Cleveland,McDonald's,2.0,7
0,11420 Buckeye Rd,Cleveland,McDonald's,1.0,9
0,5616 Memphis Ave,Cleveland,McDonald's,1.0,15
0,10710 Lorain Ave,Cleveland,McDonald's,1.0,5
0,4159 Lee Rd,Cleveland,McDonald's,2.0,7
0,14235 Puritas Rd,Cleveland,McDonald's,1.5,6
0,3782 W 150th St,Cleveland,McDonald's,1.5,31
0,15110 Saint Clair,Cleveland,McDonald's,1.0,7
0,8515 Euclid Ave,Cleveland,Burger King,3.0,13
0,5300 Riverside Dr,Cleveland,Chick-fil-A,4.0,17
0,6330 Brookpark Rd,Cleveland,Wendy's,2.0,15
0,10260 Brookpark Rd,Cleveland,Burger King,3.0,8
0,2828 Carnegie Ave,Cleveland,Burger King,2.0,11
0,3305 Clark Ave,Cleveland,Burger King,1.5,5
0,4537 Mayfield Road,Cleveland,Taco Bell,2.0,27
0,1331 W. 117Th Street,Cleveland,Wendy's,2.0,17
0,3735 Pearl Road,Cleveland,Wendy's,1.0,5
0,3299 Steelyard,Cleveland,Burger King,1.5,15
0,2937 Lorain Rd.,Cleveland,Wendy's,1.5,17
0,1549 East 55 Street,Cleveland,Burger King,3.5,4
0,14902 Puritas Ave,Cleveland,Burger King,2.5,3
0,3516 Warrensville Center Rd,Cleveland,Wendy's,2.0,15
0,4602 Northfield Road,Cleveland,Wendy's,3.5,7
0,11002 Lorain Ave,Cleveland,Burger King,3.0,3
0,7424 Brookpark Rd,Cleveland,Taco Bell,2.0,15
0,10800 Lorain Ave,Cleveland,Taco Bell,2.0,7
0,1531 W. 117th Street,Cleveland,Taco Bell,3.0,17
0,1400 Euclid Ave,Cleveland,Starbucks,3.0,48
0,230 W. Huron Rd,Cleveland,Starbucks,3.5,10
0,200 Public Square,Cleveland,Starbucks,3.5,24
0,1374 West Sixth Street,Cleveland,Starbucks,3.5,23
0,127 Public Square,Cleveland,Starbucks,3.0,3
0,1 St Clair Ave Ne,Cleveland,Starbucks,4.0,2
0,777 Saint Clair Ave Ne,Cleveland,Starbucks,3.5,7
0,"9500 Euclid Ave, Bldg Q",Cleveland,Starbucks,2.0,1
0,9500 Euclid Avenue,Cleveland,Starbucks,3.0,36
0,11302 Euclid Avenue,Cleveland,Starbucks,3.5,25
0,1677 E 115Th Street,Cleveland,Starbucks,1.0,1
0,11623 Clifton Boulevard,Cleveland,Starbucks,3.0,31
0,3100 W 117Th St,Cleveland,Starbucks,4.0,5
0,5300 Riverside Dr.,Cleveland,Starbucks,2.0,75
0,5300 Riverside Dr.,Cleveland,Starbucks,1.0,7
0,17999 Bagley Rd,Cleveland,Starbucks,3.5,19
0,16204 Lorain Ave,Cleveland,Dunkin',3.5,16
0,6551 Broadway Ave,Cleveland,Subway Restaurants,2.5,2
0,2031 W 25th St,Cleveland,Subway,3.0,4
0,3300 Clark Avenue,Cleveland,Subway Restaurants,4.5,2
0,1800 Euclid Ave,Cleveland,Subway Restaurants,2.5,12
0,2013 Ontario Street,Cleveland,Subway Restaurants,3.0,2
0,3636 Euclid Ave,Cleveland,Subway Restaurants,3.0,3
0,1701 E 12th St,Cleveland,Subway Restaurants,1.0,10
0,146 Public Sq,Cleveland,Subway,2.5,2
0,1417 E 9th St.,Cleveland,Subway Restaurants,1.5,6
0,408 West St Clair Avenue,Cleveland,Subway Restaurants,2.5,2
0,1701 Superior Avenue,Cleveland,Subway Restaurants,5.0,1
0,2144 Broadview Rd,Cleveland,Subway Restaurants,1.5,4
0,6902 Detroit Ave,Cleveland,Subway Restaurants,2.0,2
0,9500 Euclid Ave,Cleveland,Subway,2.0,4
0,6111 Saint Clair Ave,Cleveland,Subway,1.0,1
0,6220 Memphis Ave,Cleveland,Subway Restaurants,3.0,2
0,11309 Euclid Avenue,Cleveland,Subway Restaurants,2.0,5
0,13113 Shaker Blvd,Cleveland,Subway Restaurants,1.5,3
0,2458 Fairmount Blvd,Cleveland,Subway,3.5,3
0,10614 Lorain Ave,Cleveland,Subway Restaurants,2.5,6
0,5890 Broadview Rd,Cleveland,Subway,2.0,1
0,3784 W 117th St,Cleveland,Subway Restaurants,2.5,4
0,13705 Lorain Rd,Cleveland,Subway Restaurants,5.0,1
0,3362 Warren Rd,Cleveland,Subway Restaurants,4.0,1
0,4161 W 150th Street,Cleveland,Subway Restaurants,3.0,4
0,7749 W Ridgewood Dr,Cleveland,Subway,2.5,3
